Title,English_Title,Score,Genres,Type,Episodes,Status,Start_Date,End_Date,Premiered,Broadcast,Producers,Licensors,Studios,Source,Duration_Minutes,Rating,Popularity,Members,Favorites,Ranked
Omoide Poroporo,Only Yesterday,7.45,"Slice of Life, Drama, Romance",Movie,1,Finished Airing,7/20/1991,,,,Tokuma Shoten,GKIDS,Studio Ghibli,Manga,118,G - All Ages,1466,107508,825,1758
Sayonara Zetsubou Sensei Jo: Zoku Zetsubou Shoujo Senshuu,,7.45,"Comedy, Parody, School",Special,1,Finished Airing,8/27/2008,,,,"None found, add some","None found, add some",Shaft,Manga,56,PG-13 - Teens 13 or older,5252,9653,7,1759
Senki Zesshou Symphogear G,Symphogear G,7.45,"Action, Music, Sci-Fi",TV,13,Finished Airing,7/5/2013,9/27/2013,Summer 2013,Fridays at 02:35 (JST),"Starchild Records, Memory-Tech, Dwango, Bushiroad, Good Smile Company, Kinyosha",Discotek Media,Satelight,Original,23,PG-13 - Teens 13 or older,2403,51611,451,1760
Shingeki no Bahamut: Virgin Soul,Rage of Bahamut: Virgin Soul,7.45,"Action, Adventure, Demons, Supernatural, Magic, Fantasy",TV,24,Finished Airing,4/8/2017,9/30/2017,Spring 2017,Saturdays at 01:55 (JST),Cygames,"None found, add some",MAPPA,Card game,24,R - 17+ (violence & profanity),832,203052,853,1761
Shinreigari,Ghost Hound,7.45,"Sci-Fi, Mystery, Psychological, Supernatural",TV,22,Finished Airing,10/18/2007,4/4/2008,Fall 2007,Unknown,"WOWOW, Pony Canyon, Showgate, TYO, Mag Garden",Sentai Filmworks,Production I.G,Original,25,PG-13 - Teens 13 or older,1294,127676,691,1762
Tetsuwan Birdy Decode,Birdy the Mighty: Decode,7.45,"Action, Sci-Fi, Comedy",TV,13,Finished Airing,7/5/2008,9/27/2008,Summer 2008,Saturdays at 01:00 (JST),"Aniplex, Shogakukan",Funimation,A-1 Pictures,Manga,24,PG-13 - Teens 13 or older,1773,83986,352,1763
Toradora!: Bentou no Gokui,Toradora!: Bento Battle,7.45,"Slice of Life, Comedy, Romance, School",Special,1,Finished Airing,12/21/2011,,,,"None found, add some","NIS America, Inc.",J.C.Staff,Light novel,27,PG-13 - Teens 13 or older,1114,152037,118,1764
Uchuu no Kishi Tekkaman Blade,Tekkaman Blade,7.45,"Action, Adventure, Space, Mecha, Romance, Military, Drama, Sci-Fi, Shounen",TV,49,Finished Airing,2/18/1992,2/2/1993,Winter 1992,Unknown,"Sotsu, Studio Jack",Media Blasters,Tatsunoko Production,Original,25,R - 17+ (violence & profanity),4543,13938,162,1765
Urusei Yatsura Movie 5: Kanketsu-hen,,7.45,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",Movie,1,Finished Airing,2/6/1988,,,,Kitty Films,"AnimEigo, Discotek Media",Magic Bus,Manga,85,PG-13 - Teens 13 or older,6547,5619,11,1766
Wangan Midnight,,7.45,"Action, Cars, Seinen, Sports",TV,26,Finished Airing,6/15/2007,9/13/2008,Summer 2007,Unknown,OB Planning,"None found, add some",A.C.G.T.,Manga,25,PG-13 - Teens 13 or older,3224,29756,330,1767
Yoru no Kuni,,7.45,Fantasy,ONA,Unknown,Currently Airing,4/16/2021,,,,"None found, add some","None found, add some",Studio Daisy,Original,7,G - All Ages,6807,5056,21,1768
Zero no Tsukaima: Futatsuki no Kishi,The Familiar of Zero: Knight of the Twin Moons,7.45,"Action, Adventure, Harem, Comedy, Magic, Romance, Ecchi, Fantasy, School",TV,12,Finished Airing,7/9/2007,9/24/2007,Summer 2007,Mondays at 00:30 (JST),"Genco, Media Factory, Shochiku, Happinet Pictures",Sentai Filmworks,J.C.Staff,Light novel,23,PG-13 - Teens 13 or older,352,440083,1199,1769
Ajin,Ajin: Demi-Human,7.45,"Action, Mystery, Horror, Supernatural, Seinen",TV,13,Finished Airing,1/16/2016,4/9/2016,Winter 2016,Saturdays at 01:55 (JST),"Mainichi Broadcasting System, Kodansha, KlockWorx, Sony Music Communications, TOHO animation, King Records",Sentai Filmworks,Polygon Pictures,Manga,24,R - 17+ (violence & profanity),317,489043,2600,1770
Aura: Maryuuin Kouga Saigo no Tatakai,Aura: Koga Maryuin's Last War,7.45,"Supernatural, Drama, Romance, School",Movie,1,Finished Airing,4/13/2013,,,,"AIC, Sotsu, Lantis, Pony Canyon, Movic, Delfi Sound, Marvelous AQL",Sentai Filmworks,AIC ASTA,Light novel,83,R+ - Mild Nudity,2153,64921,285,1771
Brave Story,,7.45,"Action, Adventure, Fantasy, Kids, Magic, Supernatural",Movie,1,Finished Airing,7/8/2006,,,,"None found, add some","None found, add some",Gonzo,Novel,112,G - All Ages,2793,38622,150,1772
Chio-chan no Tsuugakuro,Chio's School Road,7.45,"Comedy, Seinen",TV,12,Finished Airing,7/6/2018,9/21/2018,Summer 2018,Fridays at 22:00 (JST),"None found, add some",Funimation,Diomedéa,Manga,23,PG-13 - Teens 13 or older,1602,96937,289,1773
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III,Is It Wrong to Try to Pick Up Girls in a Dungeon? III,7.45,"Action, Adventure, Comedy, Romance, Fantasy",TV,12,Finished Airing,10/3/2020,12/19/2020,Fall 2020,Saturdays at 00:30 (JST),"Movic, Warner Bros. Japan, KlockWorx, Hakuhodo DY Music & Pictures, Egg Firm, FuRyu, GREE, SB Creative",Sentai Filmworks,J.C.Staff,Light novel,24,PG-13 - Teens 13 or older,404,390631,1453,1774
Fate/Grand Order,,7.45,"Action, Fantasy",Special,Unknown,Currently Airing,12/27/2014,,,,"None found, add some","None found, add some",Lay-duce,Game,0.15,PG - Children,3493,25359,98,1775
Fate/stay night: Unlimited Blade Works 2nd Season - Sunny Day,,7.45,"Action, Fantasy, Magic, Supernatural",Special,1,Finished Airing,10/7/2015,,,,"None found, add some",Aniplex of America,ufotable,Visual novel,9,PG-13 - Teens 13 or older,1739,86824,189,1776
Genshiken Nidaime,Genshiken Second Season,7.45,"Slice of Life, Comedy, Parody",TV,13,Finished Airing,7/7/2013,9/29/2013,Summer 2013,Unknown,Starchild Records,"NIS America, Inc.",Production I.G,Manga,24,R - 17+ (violence & profanity),2538,46412,109,1777
Grappler Baki: Saidai Tournament-hen,,7.45,"Action, Martial Arts, Shounen, Sports",TV,24,Finished Airing,7/24/2001,12/25/2001,Summer 2001,Unknown,"None found, add some",Funimation,Group TAC,Manga,24,R - 17+ (violence & profanity),2435,51060,170,1778
Hal,,7.45,"Sci-Fi, Drama, Romance, Shoujo",Movie,1,Finished Airing,6/8/2013,,,,"Production I.G, Shochiku, Pony Canyon",Funimation,Wit Studio,Original,60,PG-13 - Teens 13 or older,1338,121535,322,1779
Hidamari Sketch,,7.45,"Comedy, School, Seinen, Slice of Life",TV,12,Finished Airing,1/12/2007,3/30/2007,Winter 2007,Fridays at 01:25 (JST),"Aniplex, Lantis, TBS, Movic, Houbunsha",Sentai Filmworks,Shaft,4-koma manga,24,PG-13 - Teens 13 or older,2002,68598,923,1780
Kamikaze Kaitou Jeanne,,7.45,"Adventure, Comedy, Demons, Drama, Fantasy, Magic, Mystery, Romance, Shoujo",TV,44,Finished Airing,2/13/1999,1/29/2000,Winter 1999,Unknown,Toei Agency,"None found, add some",Toei Animation,Manga,24,PG-13 - Teens 13 or older,2483,48636,418,1781
Kengan Ashura,,7.45,"Action, Martial Arts",ONA,12,Finished Airing,7/31/2019,,,,"Nihon Ad Systems, Mainichi Broadcasting System, Pony Canyon, Shogakukan, KLab, Netflix, MAGNET",Ponycan USA,Larx Entertainment,Web manga,24,R - 17+ (violence & profanity),1610,96879,515,1782
Kingsglaive: Final Fantasy XV,,7.45,Action,Movie,1,Finished Airing,7/9/2016,,,,Square Enix,"None found, add some","None found, add some",Game,115,PG-13 - Teens 13 or older,2418,51129,126,1783
Kiniro no Corda: Primo Passo,La corda d'oro: primo passo,7.45,"Harem, Music, Comedy, Drama, Magic, Romance, School, Shoujo",TV,25,Finished Airing,10/2/2006,3/26/2007,Fall 2006,Unknown,"Aniplex, Hakusensha, Koei, TYO",Sentai Filmworks,Yumeta Company,Visual novel,24,PG-13 - Teens 13 or older,1693,89715,843,1784
Koi ni Naritai Aquarium,,7.45,Music,Music,1,Finished Airing,4/27/2016,,,,Lantis,"None found, add some",Sunrise,Music,7,PG-13 - Teens 13 or older,5797,7589,23,1785
Koukaku Kidoutai Arise: Ghost in the Shell - Border:4 Ghost Stands Alone,Ghost in the Shell: Arise - Border 4: Ghost Stands Alone,7.45,"Sci-Fi, Police, Psychological, Mecha",Movie,1,Finished Airing,9/6/2014,,,,"Bandai Visual, Dentsu, Kodansha, flying DOG, TOHO animation",Funimation,Production I.G,Manga,59,R - 17+ (violence & profanity),2914,35733,17,1786
Kuroshitsuji II Specials,Black Butler II Specials,7.45,"Fantasy, Supernatural, Comedy, Parody, Shounen",Special,6,Finished Airing,10/27/2010,5/25/2011,,,Square Enix,Funimation,A-1 Pictures,Manga,25,PG-13 - Teens 13 or older,1451,108528,332,1787
Kyou kara Maou! R,,7.45,"Adventure, Comedy, Demons, Fantasy, Shoujo",OVA,5,Finished Airing,10/26/2007,3/28/2008,,,"None found, add some",Discotek Media,Studio Deen,Light novel,25,PG-13 - Teens 13 or older,3794,21435,40,1788
Mahou Shoujo Lyrical Nanoha: Reflection,Magical Girl Lyrical Nanoha Reflection,7.45,"Action, Drama, Magic, Sci-Fi",Movie,1,Finished Airing,7/22/2017,,,,Shochiku,"None found, add some",Seven Arcs Pictures,Original,111,PG-13 - Teens 13 or older,4854,11790,29,1789
Major 2nd (TV),,7.45,"Comedy, Drama, Shounen, Sports",TV,25,Finished Airing,4/7/2018,9/22/2018,Spring 2018,Saturdays at 17:35 (JST),"NHK, Shogakukan, NHK Enterprises","None found, add some",OLM,Manga,24,PG-13 - Teens 13 or older,3340,27730,73,1790
Aikatsu! Movie,,7.44,"Slice of Life, Music, School, Shoujo",Movie,1,Finished Airing,12/13/2014,,,,"None found, add some","None found, add some",Sunrise,Unknown,88,PG - Children,6141,6586,31,1791
Ansatsu Kyoushitsu: Deai no Jikan,Assassination Classroom: Meeting Time,7.44,"Action, Comedy, School, Shounen",Special,1,Finished Airing,11/9/2014,,,,"None found, add some",Funimation,Lerche,Manga,10,PG-13 - Teens 13 or older,1439,109810,198,1792
Bleach Movie 1: Memories of Nobody,Bleach the Movie: Memories of Nobody,7.44,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",Movie,1,Finished Airing,12/16/2006,,,,"TV Tokyo, Dentsu, Shueisha",VIZ Media,Studio Pierrot,Manga,93,PG-13 - Teens 13 or older,725,234227,508,1793
Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru,Bleach the Movie: The DiamondDust Rebellion,7.44,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",Movie,1,Finished Airing,12/22/2007,,,,Shueisha,VIZ Media,Studio Pierrot,Manga,92,PG-13 - Teens 13 or older,814,207602,447,1794
Cowboy Bebop: Yose Atsume Blues,Cowboy Bebop Session XX,7.44,"Action, Adventure, Comedy, Drama, Sci-Fi, Space",Special,1,Finished Airing,6/26/1998,,,,"None found, add some","None found, add some",Sunrise,Original,27,R - 17+ (violence & profanity),2759,39347,68,1795
Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,Danganronpa 3: The End of Hope's Peak High School - Despair Arc,7.44,"Action, Mystery, Horror, Psychological, School",TV,11,Finished Airing,7/14/2016,9/22/2016,Summer 2016,Thursdays at 23:30 (JST),"None found, add some",Funimation,Lerche,Game,23,R - 17+ (violence & profanity),658,256629,2074,1796
Detective Conan Magic File 3: Shinichi and Ran - Memories of Mahjong Tiles and Tanabata,,7.44,"Mystery, Shounen",OVA,1,Finished Airing,4/18/2009,,,,"None found, add some","None found, add some",TMS Entertainment,Unknown,20,PG-13 - Teens 13 or older,4984,11015,11,1797
High School DxD BorN,,7.44,"Action, Comedy, Demons, Ecchi, Harem, Romance, School",TV,12,Finished Airing,4/4/2015,6/20/2015,Spring 2015,Saturdays at 23:00 (JST),"Genco, Lantis, AT-X, Fujimi Shobo",Funimation,TNK,Light novel,24,R+ - Mild Nudity,199,650297,3476,1798
Hime-chan no Ribbon,,7.44,"Comedy, Fantasy, Magic, Romance, School, Shoujo",TV,61,Finished Airing,10/2/1992,12/3/1993,Fall 1992,Fridays at 18:00 (JST),Nihon Ad Systems,"None found, add some",Gallop,Manga,24,PG - Children,5879,7374,57,1799
K: Seven Stories Movie 4 - Lost Small World - Ori no Mukou ni,"K: SEVEN STORIES ""Lost Small World - Outside the Cage - """,7.44,"Action, Super Power, Supernatural",Movie,1,Finished Airing,10/6/2018,,,,"None found, add some",VIZ Media,GoHands,Light novel,66,PG-13 - Teens 13 or older,4275,16357,24,1800
Kemono Jihen,,7.44,"Action, Mystery, Demons, Supernatural, Shounen",TV,12,Finished Airing,1/10/2021,3/28/2021,Winter 2021,Sundays at 22:00 (JST),"Frontier Works, Lantis, Shueisha, Yomiuri TV Enterprise, Bandai Namco Arts, JTB Next Creation",Funimation,Ajia-Do,Manga,23,R - 17+ (violence & profanity),691,245510,1681,1801
Level E,,7.44,"Comedy, Sci-Fi, Shounen",TV,13,Finished Airing,1/11/2011,4/5/2011,Winter 2011,Tuesdays at Unknown,"Aniplex, TV Tokyo Music, Sony Music Entertainment, Sakura Create",Funimation,"Studio Pierrot, David Production",Manga,24,R - 17+ (violence & profanity),1758,84967,317,1802
Love Stage!!: Chotto ja Nakutte,,7.44,"Comedy, Romance, Shounen Ai",OVA,1,Finished Airing,11/22/2014,,,,Kadokawa Shoten,Sentai Filmworks,J.C.Staff,Manga,23,PG-13 - Teens 13 or older,2356,53476,54,1803
Mahou Sensei Negima!: Shiroki Tsubasa Ala Alba,,7.44,"Adventure, Harem, Comedy, Supernatural, Magic, Romance, Ecchi, Vampire, Shounen",OVA,3,Finished Airing,8/12/2008,2/17/2009,,,"None found, add some","None found, add some",Shaft,Manga,30,PG-13 - Teens 13 or older,3295,28408,58,1804
Mai-HiME,My-Hime,7.44,"Action, Comedy, Drama, Fantasy, Magic, Mecha, Romance, School, Shoujo Ai",TV,26,Finished Airing,9/30/2004,3/31/2005,Fall 2004,Fridays at 01:30 (JST),"Bandai Visual, TV Tokyo Music, Studio Zain","Funimation, Bandai Entertainment",Sunrise,Original,23,PG-13 - Teens 13 or older,1493,104661,1130,1805
Mobile Suit Gundam Wing: Operation Meteor,,7.44,"Action, Military, Sci-Fi, Adventure, Space, Psychological, Drama, Mecha",OVA,4,Finished Airing,4/25/1996,10/25/1996,,,"None found, add some","None found, add some",Sunrise,Original,60,PG-13 - Teens 13 or older,5181,9988,17,1806
Naruto: Shippuuden Movie 5 - Blood Prison,,7.44,"Action, Adventure, Martial Arts, Mystery, Shounen, Super Power",Movie,1,Finished Airing,7/30/2011,,,,"TV Tokyo, Aniplex, Dentsu, Shueisha",VIZ Media,Studio Pierrot,Manga,102,PG-13 - Teens 13 or older,930,183690,138,1807
Orange: Mirai,,7.44,"Sci-Fi, Drama, Romance, School, Shoujo",Movie,1,Finished Airing,11/18/2016,,,,TMS Entertainment,"None found, add some",Telecom Animation Film,Manga,62,PG-13 - Teens 13 or older,1480,105622,176,1808
Oshi ga Budoukan Ittekuretara Shinu,"If My Favorite Pop Idol Made It to the Budokan, I Would Die",7.44,"Comedy, Music, Seinen, Shoujo Ai, Slice of Life",TV,12,Finished Airing,1/10/2020,3/27/2020,Winter 2020,Fridays at 01:28 (JST),"Pony Canyon, TBS, Movic, Tokuma Shoten",Funimation,8bit,Manga,24,PG-13 - Teens 13 or older,3090,32412,224,1809
Paniponi Dash!,,7.44,"Comedy, Parody, School",TV,26,Finished Airing,7/4/2005,12/26/2005,Summer 2005,Mondays at 01:30 (JST),"Square Enix, Starchild Records, GANSIS","ADV Films, Funimation",Shaft,Manga,24,PG-13 - Teens 13 or older,2305,55573,377,1810
Re:Zero kara Hajimeru Isekai Seikatsu - Memory Snow - Manner Movie,,7.44,"Parody, Fantasy",Movie,1,Finished Airing,10/6/2018,,,,"None found, add some","None found, add some","None found, add some",Light novel,3,G - All Ages,2867,36879,71,1811
Sayonara Zetsubou Sensei Jo: Zetsubou Shoujo Senshuu,,7.44,"Comedy, Parody, School",Special,1,Finished Airing,1/1/2008,,,,"None found, add some","None found, add some",Shaft,Manga,61,PG-13 - Teens 13 or older,4387,15242,12,1812
Shinryaku! Ika Musume,The Squid Girl,7.44,"Comedy, Shounen, Slice of Life",TV,12,Finished Airing,10/5/2010,12/21/2010,Fall 2010,Unknown,"TV Tokyo, Lantis, Pony Canyon, Studio Jack","Media Blasters, Sentai Filmworks",Diomedéa,Manga,24,PG-13 - Teens 13 or older,996,168733,898,1813
Simoun,,7.44,"Military, Drama, Magic, Romance, Fantasy, Shoujo Ai",TV,26,Finished Airing,4/3/2006,9/25/2006,Spring 2006,Unknown,"Bandai Visual, Sotsu, TV Tokyo Music",Media Blasters,Studio Deen,Original,24,PG-13 - Teens 13 or older,2826,37637,396,1814
Soredemo Machi wa Mawatteiru,And Yet The Town Moves,7.44,"Slice of Life, Comedy, Seinen",TV,12,Finished Airing,10/8/2010,12/24/2010,Fall 2010,Fridays at 01:55 (JST),"Pony Canyon, TBS, Movic, Magic Bus, Studio Pastoral, flying DOG, Memory-Tech",Sentai Filmworks,Shaft,Manga,24,PG-13 - Teens 13 or older,2367,53210,191,1815
"Tamayura: More Aggressive - Tsuitachi dake no Shuugakuryokou, Nanode",,7.44,"Comedy, Drama, Slice of Life",Special,1,Finished Airing,6/7/2014,,,,"None found, add some","None found, add some",TYO Animations,Original,24,G - All Ages,6892,4933,1,1816
Top wo Nerae! & Top wo Nerae 2! Gattai Movie!!,,7.44,"Comedy, Mecha, Shounen",Movie,2,Finished Airing,10/1/2006,,,,"None found, add some","Maiden Japan, Bandai Visual USA",Gainax,Original,98,PG-13 - Teens 13 or older,4858,11777,32,1817
Yamada-kun to 7-nin no Majo: Mou Hitotsu no Suzaku-sai,,7.44,"Comedy, Romance, School, Shounen",OVA,2,Finished Airing,12/17/2014,5/15/2015,,,Kodansha,"None found, add some",LIDENFILMS,Manga,30,PG-13 - Teens 13 or older,1811,81301,50,1818
Oda Nobuna no Yabou,The Ambition of Oda Nobuna,7.43,"Comedy, Historical, Romance",TV,12,Finished Airing,7/9/2012,9/24/2012,Summer 2012,Unknown,"Pony Canyon, AT-X, KlockWorx, SoftBank Creative",Sentai Filmworks,"Madhouse, Studio Gokumi",Light novel,24,PG-13 - Teens 13 or older,656,257214,1036,1819
PriPara,,7.43,"Music, Slice of Life, School, Shoujo",TV,140,Finished Airing,7/5/2014,3/28/2017,Summer 2014,Tuesdays at 17:55 (JST),TV Tokyo,"None found, add some","Tatsunoko Production, Dongwoo A&E",Game,23,PG - Children,4145,17603,317,1820
Rozen Maiden,,7.43,"Action, Comedy, Drama, Magic, Seinen",TV,12,Finished Airing,10/8/2004,12/24/2004,Fall 2004,Fridays at 01:55 (JST),"Mellow Head, Pony Canyon, TBS, Memory-Tech, Studio Jack","Sentai Filmworks, Geneon Entertainment USA",Nomad,Manga,24,PG-13 - Teens 13 or older,926,183620,1794,1821
Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,Beautiful Bones -Sakurako's Investigation-,7.43,"Drama, Mystery, Thriller",TV,12,Finished Airing,10/8/2015,12/24/2015,Fall 2015,Thursdays at 00:30 (JST),"Lantis, DAX Production",Sentai Filmworks,TROYCA,Novel,23,R - 17+ (violence & profanity),918,184841,801,1822
Sword Art Online: Alicization - War of Underworld 2nd Season,Sword Art Online Alicization War of Underworld Part 2,7.43,"Action, Game, Adventure, Romance, Fantasy",TV,11,Finished Airing,7/12/2020,9/20/2020,Summer 2020,Sundays at 00:00 (JST),"Aniplex, Bandai Namco Entertainment, Egg Firm, Straight Edge, Kadokawa",Aniplex of America,A-1 Pictures,Light novel,24,R - 17+ (violence & profanity),385,404835,2539,1823
Tenchi Muyou!,,7.43,"Comedy, Harem, Romance, Sci-Fi, Shounen, Space",TV,26,Finished Airing,4/2/1995,9/24/1995,Spring 1995,Unknown,"TV Tokyo, Pioneer LDC","Funimation, Geneon Entertainment USA",AIC,Original,23,PG-13 - Teens 13 or older,2063,66099,515,1824
Tiger & Bunny Movie 1: The Beginning,Tiger & Bunny Movie 1,7.43,"Action, Super Power, Comedy, Mystery",Movie,1,Finished Airing,9/22/2012,,,,Tohokushinsha Film Corporation,VIZ Media,Sunrise,Original,93,PG-13 - Teens 13 or older,3788,21479,14,1825
Wu Dong Qian Kun,,7.43,"Action, Adventure, Historical, Martial Arts, Fantasy",ONA,12,Finished Airing,1/27/2019,4/7/2019,,,"Tencent Penguin Pictures, China Literature Limited","None found, add some",Motion Magic,Novel,25,PG-13 - Teens 13 or older,7203,4430,25,1826
WWW.Working!!,WWW.WAGNARIA!!,7.43,"Slice of Life, Comedy",TV,13,Finished Airing,10/1/2016,12/24/2016,Fall 2016,Saturdays at 23:30 (JST),"Aniplex, Yomiuri Telecasting, Lawson",Aniplex of America,A-1 Pictures,Web manga,23,PG-13 - Teens 13 or older,1250,133813,259,1827
Yeon-ae Halujeon 2,A Day Before Us 2,7.43,"Slice of Life, Romance",ONA,15,Finished Airing,3/30/2018,7/6/2018,,,"None found, add some","None found, add some","LICO, Red Dog Culture House",Original,2,PG-13 - Teens 13 or older,7220,4458,6,1828
Yoake Tsugeru Lu no Uta,Lu Over the Wall,7.43,"Adventure, Music, Supernatural, Fantasy",Movie,1,Finished Airing,5/19/2017,,,,"Fuji TV, Toho, Fujipacific Music, BS Fuji","NYAV Post, GKIDS",Science SARU,Original,111,G - All Ages,2744,39823,151,1829
Aoki Hagane no Arpeggio: Ars Nova Movie 1 - DC,,7.43,"Action, Sci-Fi, Seinen",Movie,1,Finished Airing,1/31/2015,,,,"Sotsu, DAX Production","None found, add some",SANZIGEN,Manga,105,PG-13 - Teens 13 or older,3619,23612,37,1830
Araburu Kisetsu no Otome-domo yo.,O Maidens in Your Savage Season,7.43,"Comedy, Drama, Romance, School, Shounen",TV,12,Finished Airing,7/6/2019,9/21/2019,Summer 2019,Saturdays at 02:25 (JST),"Mainichi Broadcasting System, Kodansha, DMM pictures",Sentai Filmworks,Lay-duce,Manga,24,PG-13 - Teens 13 or older,695,243190,1157,1831
Ayakashi: Japanese Classic Horror,,7.43,"Mystery, Historical, Horror, Fantasy",TV,11,Finished Airing,1/13/2006,3/24/2006,Winter 2006,Unknown,"Dentsu, SKY Perfect Well Think, Fuji TV, Asmik Ace, Sony Music Entertainment","Discotek Media, Geneon Entertainment USA",Toei Animation,Other,23,R - 17+ (violence & profanity),2184,61364,220,1832
